iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
99,0.0495,4,2,4,0,0,0,0,0,0,-39.8011,226.908,132.736,-128.031,-62.4157,98.5216,0,0,0,0,0,0,-6.48031,33.3108,20.8002,-25.9166,-2.35541,20.0682
100,0.05,4,2,4,0,0,0,0,0,0,-41.6141,227.264,133.076,-128.492,-63.0443,97.7671,0,0,0,0,0,0,-6.57897,33.4194,20.7908,-25.9798,-2.41063,20.285
101,0.0505,4,2,4,0,0,0,0,0,0,-43.4275,227.573,133.426,-128.956,-63.6786,96.9718,0,0,0,0,0,0,-6.68606,33.4794,20.831,-26.0984,-2.51311,20.4485
102,0.051,4,2,4,0,0,0,0,0,0,-45.2367,227.812,133.768,-129.395,-64.3035,96.1284,0,0,0,0,0,0,-6.7888,33.51,20.9025,-26.2604,-2.63667,20.6002
103,0.0515,4,2,4,0,0,0,0,0,0,-47.0334,227.98,134.091,-129.788,-64.9093,95.2471,0,0,0,0,0,0,-6.9039,33.5126,20.9778,-26.4113,-2.76256,20.7141
104,0.052,4,2,4,0,0,0,0,0,0,-48.8255,228.086,134.372,-130.101,-65.484,94.3246,0,0,0,0,0,0,-7.0276,33.5127,21.0627,-26.5684,-2.89185,20.822
105,0.0525,4,2,4,0,0,0,0,0,0,-50.6102,228.128,134.627,-130.363,-66.0438,93.3598,0,0,0,0,0,0,-7.10416,33.5373,21.1549,-26.7642,-3.00931,21.022
106,0.053,4,2,4,0,0,0,0,0,0,-52.3897,228.092,134.859,-130.573,-66.5855,92.3403,0,0,0,0,0,0,-7.13371,33.609,21.2547,-27.0092,-3.10801,21.3255
107,0.0535,4,2,4,0,0,0,0,0,0,-54.1677,227.987,135.08,-130.746,-67.1155,91.2707,0,0,0,0,0,0,-7.19399,33.6267,21.3519,-27.2188,-3.23255,21.5219
108,0.054,4,2,4,0,0,0,0,0,0,-55.9442,227.821,135.288,-130.882,-67.6347,90.1518,0,0,0,0,0,0,-7.23596,33.6188,21.4632,-27.4261,-3.36767,21.7181
109,0.0545,4,2,4,0,0,0,0,0,0,-57.7148,227.585,135.482,-130.969,-68.137,88.9795,0,0,0,0,0,0,-7.32927,33.5658,21.5671,-27.5911,-3.5303,21.7894
110,0.055,4,2,4,0,0,0,0,0,0,-59.4789,227.297,135.638,-130.984,-68.6046,87.7748,0,0,0,0,0,0,-7.45045,33.4856,21.6917,-27.7701,-3.72063,21.7883
111,0.0555,4,2,4,0,0,0,0,0,0,-61.2476,226.96,135.73,-130.894,-69.0248,86.5264,0,0,0,0,0,0,-7.55652,33.4119,21.8251,-27.9694,-3.90663,21.8115
112,0.056,4,2,4,0,0,0,0,0,0,-63.0067,226.591,135.756,-130.706,-69.39,85.273,0,0,0,0,0,0,-7.65094,33.3863,21.948,-28.1615,-4.06716,21.8959
113,0.0565,4,2,4,0,0,0,0,0,0,-64.7604,226.198,135.735,-130.458,-69.7203,84.0152,0,0,0,0,0,0,-7.70367,33.4,22.0602,-28.3694,-4.19305,22.0749
114,0.057,4,2,4,0,0,0,0,0,0,-66.5025,225.8,135.677,-130.172,-70.0191,82.7784,0,0,0,0,0,0,-7.73548,33.3995,22.1764,-28.5929,-4.30737,22.2694
115,0.0575,4,2,4,0,0,0,0,0,0,-68.2239,225.414,135.596,-129.87,-70.2949,81.5925,0,0,0,0,0,0,-7.76398,33.3723,22.2757,-28.7862,-4.40782,22.4446
116,0.058,4,2,4,0,0,0,0,0,0,-69.9512,225.05,135.512,-129.587,-70.5784,80.4236,0,0,0,0,0,0,-7.82524,33.316,22.3471,-28.9282,-4.50304,22.534
117,0.0585,4,2,4,0,0,0,0,0,0,-71.6949,224.701,135.432,-129.313,-70.8793,79.2465,0,0,0,0,0,0,-7.90382,33.1861,22.4137,-29.0285,-4.61158,22.5218
118,0.059,4,2,4,0,0,0,0,0,0,-73.4463,224.35,135.344,-129.025,-71.1876,78.0576,0,0,0,0,0,0,-7.98494,33.0572,22.4669,-29.0962,-4.7161,22.4928
