iStep,time,X,Y,Z,Vx,Vy,Vz,Rx,Ry,Rz,Fx,Fy,Fz,Mx,My,Mz,Fcpx,Fcpy,Fcpz,Tcpx,Tcpy,Tcpz,SumUx,SumUy,SumUz,SumTx,SumTy,SumTz
62,0.031,4,2,4,0,0,0,0,0,0,-43.2179,32.0568,28.2552,-2.36266,-26.9525,99.9798,0,0,0,0,0,0,-8.08207,2.80055,5.3082,5.68514,-1.81372,10.5643
63,0.0315,4,2,4,0,0,0,0,0,0,-43.4979,31.3601,28.332,-2.39574,-26.9566,99.0272,0,0,0,0,0,0,-8.12504,2.70301,5.33137,5.66112,-1.80865,10.4972
64,0.032,4,2,4,0,0,0,0,0,0,-43.7724,30.6535,28.4002,-2.44118,-26.9548,98.0596,0,0,0,0,0,0,-8.12651,2.61345,5.34093,5.64743,-1.79957,10.3924
65,0.0325,4,2,4,0,0,0,0,0,0,-44.04,29.9386,28.4581,-2.49926,-26.9467,97.0777,0,0,0,0,0,0,-8.16223,2.51863,5.35674,5.62626,-1.78732,10.3219
66,0.033,4,2,4,0,0,0,0,0,0,-44.3155,29.2366,28.5105,-2.55117,-26.9305,96.1296,0,0,0,0,0,0,-8.19969,2.44048,5.37275,5.62403,-1.77364,10.2785
67,0.0335,4,2,4,0,0,0,0,0,0,-44.6053,28.5509,28.5602,-2.58813,-26.9028,95.233,0,0,0,0,0,0,-8.21733,2.35078,5.37928,5.5983,-1.76194,10.1802
68,0.034,4,2,4,0,0,0,0,0,0,-44.8881,27.869,28.6085,-2.61759,-26.8703,94.3481,0,0,0,0,0,0,-8.23648,2.25834,5.38014,5.56194,-1.74566,10.0824
69,0.0345,4,2,4,0,0,0,0,0,0,-45.1596,27.1942,28.6536,-2.64621,-26.8391,93.4631,0,0,0,0,0,0,-8.24456,2.17652,5.37174,5.52815,-1.72459,9.98052
70,0.035,4,2,4,0,0,0,0,0,0,-45.4104,26.5223,28.6996,-2.67974,-26.82,92.5722,0,0,0,0,0,0,-8.28939,2.10805,5.40353,5.54168,-1.71973,9.94894
71,0.0355,4,2,4,0,0,0,0,0,0,-45.656,25.855,28.7443,-2.71292,-26.8032,91.6868,0,0,0,0,0,0,-8.30297,2.03472,5.41583,5.54219,-1.70774,9.89377
72,0.036,4,2,4,0,0,0,0,0,0,-45.8995,25.1918,28.7828,-2.7462,-26.7793,90.8086,0,0,0,0,0,0,-8.29515,1.95113,5.4181,5.51122,-1.70412,9.76781
73,0.0365,4,2,4,0,0,0,0,0,0,-46.1445,24.5218,28.8118,-2.79053,-26.745,89.933,0,0,0,0,0,0,-8.31396,1.87691,5.42654,5.48935,-1.6971,9.69674
74,0.037,4,2,4,0,0,0,0,0,0,-46.3905,23.8495,28.8582,-2.80631,-26.7168,89.0642,0,0,0,0,0,0,-8.35768,1.80079,5.46062,5.50694,-1.6924,9.66007
75,0.0375,4,2,4,0,0,0,0,0,0,-46.6259,23.189,28.8928,-2.82759,-26.6823,88.204,0,0,0,0,0,0,-8.3608,1.70517,5.46183,5.47303,-1.68135,9.55376
76,0.038,4,2,4,0,0,0,0,0,0,-46.8572,22.5368,28.9274,-2.83998,-26.6505,87.3631,0,0,0,0,0,0,-8.37081,1.62368,5.4664,5.44988,-1.67014,9.46648
77,0.0385,4,2,4,0,0,0,0,0,0,-47.0826,21.8944,28.9663,-2.83907,-26.6223,86.5411,0,0,0,0,0,0,-8.39389,1.55783,5.48326,5.45088,-1.66303,9.41654
78,0.039,4,2,4,0,0,0,0,0,0,-47.3024,21.2499,28.9885,-2.86565,-26.5841,85.7185,0,0,0,0,0,0,-8.42115,1.48746,5.50242,5.45775,-1.65111,9.38518
79,0.0395,4,2,4,0,0,0,0,0,0,-47.5231,20.6046,29.0044,-2.90535,-26.5417,84.9071,0,0,0,0,0,0,-8.42462,1.40702,5.49751,5.42195,-1.63619,9.29782
80,0.04,4,2,4,0,0,0,0,0,0,-47.7451,19.9641,29.03,-2.92256,-26.5014,84.1134,0,0,0,0,0,0,-8.41167,1.30864,5.47444,5.34051,-1.62174,9.15665
81,0.0405,4,2,4,0,0,0,0,0,0,-47.962,19.322,29.0461,-2.94068,-26.4528,83.3222,0,0,0,0,0,0,-8.47497,1.22235,5.50807,5.35967,-1.6076,9.1413
82,0.041,4,2,4,0,0,0,0,0,0,-48.1706,18.6892,29.0652,-2.94727,-26.4078,82.5406,0,0,0,0,0,0,-8.50186,1.12565,5.50801,5.34246,-1.58293,9.08062
83,0.0415,4,2,4,0,0,0,0,0,0,-48.3703,18.0579,29.0817,-2.95629,-26.3622,81.7516,0,0,0,0,0,0,-8.48764,1.03236,5.49138,5.30503,-1.56472,8.97311
84,0.042,4,2,4,0,0,0,0,0,0,-48.5641,17.4267,29.0868,-2.98232,-26.3108,80.9591,0,0,0,0,0,0,-8.47398,0.942718,5.50003,5.28366,-1.56301,8.85443
85,0.0425,4,2,4,0,0,0,0,0,0,-48.764,16.7891,29.0799,-3.02637,-26.2491,80.1756,0,0,0,0,0,0,-8.49957,0.864308,5.52531,5.27702,-1.56,8.78923
86,0.043,4,2,4,0,0,0,0,0,0,-48.9734,16.15,29.0813,-3.06235,-26.1884,79.4081,0,0,0,0,0,0,-8.51099,0.77861,5.51599,5.22958,-1.54118,8.71849
87,0.0435,4,2,4,0,0,0,0,0,0,-49.1742,15.5208,29.0863,-3.07997,-26.1301,78.6406,0,0,0,0,0,0,-8.52178,0.700641,5.51337,5.20164,-1.52593,8.64799
88,0.044,4,2,4,0,0,0,0,0,0,-49.3647,14.898,29.0959,-3.0765,-26.0754,77.8762,0,0,0,0,0,0,-8.54444,0.627088,5.52868,5.20156,-1.51946,8.59917
89,0.0445,4,2,4,0,0,0,0,0,0,-49.5435,14.2755,29.0958,-3.08253,-26.0147,77.1122,0,0,0,0,0,0,-8.54875,0.542848,5.54527,5.20743,-1.51253,8.51663
90,0.045,4,2,4,0,0,0,0,0,0,-49.7186,13.6539,29.0756,-3.11375,-25.9421,76.3529,0,0,0,0,0,0,-8.53744,0.473965,5.54968,5.18464,-1.50656,8.42429
91,0.0455,4,2,4,0,0,0,0,0,0,-49.8991,13.0245,29.0592,-3.14503,-25.8708,75.6029,0,0,0,0,0,0,-8.5135,0.379629,5.53576,5.12507,-1.49907,8.30313
92,0.046,4,2,4,0,0,0,0,0,0,-50.0758,12.4031,29.0571,-3.15665,-25.8103,74.8578,0,0,0,0,0,0,-8.52948,0.311611,5.55385,5.12964,-1.49262,8.25851
93,0.0465,4,2,4,0,0,0,0,0,0,-50.2448,11.7889,29.0616,-3.15319,-25.7542,74.1206,0,0,0,0,0,0,-8.56009,0.230889,5.58061,5.13778,-1.48898,8.21698
94,0.047,4,2,4,0,0,0,0,0,0,-50.4083,11.1826,29.0588,-3.14881,-25.6907,73.3962,0,0,0,0,0,0,-8.5452,0.152713,5.58008,5.11177,-1.48461,8.10975
95,0.0475,4,2,4,0,0,0,0,0,0,-50.5657,10.581,29.0426,-3.15763,-25.6181,72.6794,0,0,0,0,0,0,-8.5466,0.0657037,5.579,5.09048,-1.46855,8.0296
96,0.048,4,2,4,0,0,0,0,0,0,-50.7202,9.97502,29.0112,-3.18928,-25.5403,71.9644,0,0,0,0,0,0,-8.5336,-0.02445,5.57509,5.06505,-1.45394,7.92286
97,0.0485,4,2,4,0,0,0,0,0,0,-50.8746,9.37116,28.9895,-3.20732,-25.4687,71.2528,0,0,0,0,0,0,-8.54517,-0.0968,5.5822,5.05458,-1.44227,7.85917
98,0.049,4,2,4,0,0,0,0,0,0,-51.0352,8.76705,28.9851,-3.19878,-25.4024,70.5532,0,0,0,0,0,0,-8.54095,-0.170241,5.56715,5.01938,-1.42381,7.7785
99,0.0495,4,2,4,0,0,0,0,0,0,-51.1888,8.16842,28.9839,-3.17941,-25.3355,69.8512,0,0,0,0,0,0,-8.56742,-0.245535,5.58585,5.03029,-1.41135,7.75243
100,0.05,4,2,4,0,0,0,0,0,0,-51.3277,7.57044,28.97,-3.17747,-25.2664,69.1408,0,0,0,0,0,0,-8.5685,-0.316411,5.58018,5.00813,-1.39461,7.68933
101,0.0505,4,2,4,0,0,0,0,0,0,-51.4515,6.97239,28.9376,-3.19716,-25.1925,68.4167,0,0,0,0,0,0,-8.52538,-0.426657,5.55311,4.9322,-1.38421,7.53013
102,0.051,4,2,4,0,0,0,0,0,0,-51.5732,6.37365,28.9054,-3.21012,-25.1166,67.6981,0,0,0,0,0,0,-8.50654,-0.516599,5.54499,4.90343,-1.37157,7.41885
103,0.0515,4,2,4,0,0,0,0,0,0,-51.7088,5.77789,28.8699,-3.22002,-25.0334,67.0094,0,0,0,0,0,0,-8.51716,-0.593548,5.5547,4.89894,-1.35864,7.36113
104,0.052,4,2,4,0,0,0,0,0,0,-51.8459,5.18467,28.8581,-3.1942,-24.9583,66.329,0,0,0,0,0,0,-8.53314,-0.672734,5.55601,4.88046,-1.34312,7.3117
105,0.0525,4,2,4,0,0,0,0,0,0,-51.9759,4.59379,28.8435,-3.16739,-24.8822,65.6496,0,0,0,0,0,0,-8.55336,-0.766185,5.56098,4.86444,-1.32828,7.26011
106,0.053,4,2,4,0,0,0,0,0,0,-52.0857,4.0031,28.8063,-3.17459,-24.8019,64.9454,0,0,0,0,0,0,-8.52186,-0.854887,5.5452,4.82278,-1.31632,7.14417
107,0.0535,4,2,4,0,0,0,0,0,0,-52.1867,3.40752,28.7634,-3.19301,-24.7208,64.2366,0,0,0,0,0,0,-8.52015,-0.923298,5.5532,4.81836,-1.30792,7.08326
108,0.054,4,2,4,0,0,0,0,0,0,-52.301,2.81567,28.7143,-3.2147,-24.6322,63.5637,0,0,0,0,0,0,-8.5028,-0.998534,5.54737,4.77659,-1.30489,6.98564
109,0.0545,4,2,4,0,0,0,0,0,0,-52.4226,2.23101,28.6829,-3.20544,-24.5448,62.9157,0,0,0,0,0,0,-8.51531,-1.09073,5.55154,4.75938,-1.2919,6.94091
110,0.055,4,2,4,0,0,0,0,0,0,-52.5395,1.64983,28.6565,-3.18037,-24.4567,62.2672,0,0,0,0,0,0,-8.53104,-1.18628,5.5633,4.76204,-1.27516,6.90211
111,0.0555,4,2,4,0,0,0,0,0,0,-52.6327,1.0682,28.6124,-3.18048,-24.3677,61.5844,0,0,0,0,0,0,-8.50846,-1.25391,5.54927,4.72787,-1.26363,6.80624
